,online_store,brand,category,product_description,review_rating,review_title,review_text,review_type,parent_review,verified_purchase,helpful_review_count,review_delt,title_review_comments
545,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Good for my skin,"My skin always feels so dry after I shower. However since I use this product I have seen a real improvement. I like the texture on my skin, it always feels good and refreshing. It has a nice, very light, refreshing scent. [This review was collected as part of a promotion.]",1,1,1,0,27,"Good for my skin My skin always feels so dry after I shower. However since I use this product I have seen a real improvement. I like the texture on my skin, it always feels good and refreshing. It has a nice, very light, refreshing scent. [This review was collected as part of a promotion.]"
546,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Gentle on skin,"I just love simple products as I know they are not harmful on my skin, I started using facial products and now started using the the shower gel too. It has a great soft smell and leaves my skin feeling really soft too.I would highly recommend their products. [This review was collected as part of a promotion.]",1,1,1,0,27,"Gentle on skin I just love simple products as I know they are not harmful on my skin, I started using facial products and now started using the the shower gel too. It has a great soft smell and leaves my skin feeling really soft too.I would highly recommend their products. [This review was collected as part of a promotion.]"
547,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Fresh smell,From the simple range so not full of nasties and kind to my skin. This shower gel is refreshing and has a light cucumber smell. It bubbles up well and left my skin soft not dry. Great for all the family as refreshing not floral or masculine smelling . [This review was collected as part of a promotion.],1,1,1,0,28,Fresh smell From the simple range so not full of nasties and kind to my skin. This shower gel is refreshing and has a light cucumber smell. It bubbles up well and left my skin soft not dry. Great for all the family as refreshing not floral or masculine smelling . [This review was collected as part of a promotion.]
548,7,25,2,Simple  Refreshing Shower Gel 250ml,2,A bit too simple for me,I thought I would give this shower gel a whirl as always looking to try out new ones. Friend had said it had been good for their skin so thought I would give it a whirl The scent is hardly there at all. It doesn\u2019t last like I expected and as such doesn\u2019t allow me to feel like I\u2019m using anything I prefer when the scent lasts through the day as others do That being said it serves it purpose as a soap but I would not buy it again unless there were many other options not available [This review was collected as part of a promotion.],1,1,1,0,21,A bit too simple for me I thought I would give this shower gel a whirl as always looking to try out new ones. Friend had said it had been good for their skin so thought I would give it a whirl The scent is hardly there at all. It doesn\u2019t last like I expected and as such doesn\u2019t allow me to feel like I\u2019m using anything I prefer when the scent lasts through the day as others do That being said it serves it purpose as a soap but I would not buy it again unless there were many other options not available [This review was collected as part of a promotion.]
549,7,25,2,Simple  Refreshing Shower Gel 250ml,5,I love this!,So I tend to use another soap free brand and I ended up trying this and it\u2019s so great. I suffer from reactions from soaps and dry skin and this is great but also I personally would probably use it on a baby\u2019s skin too. It also is fragrance free. It\u2019s great value for money [This review was collected as part of a promotion.],1,1,1,0,22,I love this! So I tend to use another soap free brand and I ended up trying this and it\u2019s so great. I suffer from reactions from soaps and dry skin and this is great but also I personally would probably use it on a baby\u2019s skin too. It also is fragrance free. It\u2019s great value for money [This review was collected as part of a promotion.]
550,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Great!,"I love that this shower gel has no perfumes and things in it! Especially, as I am due to have a baby doing nd will be in the market for lots of these to avoid any post birth irritation! Fresh and does the job without the harmful chemicals! [This review was collected as part of a promotion.]",1,1,1,0,24,"Great! I love that this shower gel has no perfumes and things in it! Especially, as I am due to have a baby doing nd will be in the market for lots of these to avoid any post birth irritation! Fresh and does the job without the harmful chemicals! [This review was collected as part of a promotion.]"
551,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Refreshing,"Didn\u2019t irritate my skin, instead it felt nice and soft instantly. Applied easily and didn\u2019t have to use lots of the product. Felt very refreshing on my skin. Scent level was just right too.....not overpowering. [This review was collected as part of a promotion.]",1,1,1,0,27,"Refreshing Didn\u2019t irritate my skin, instead it felt nice and soft instantly. Applied easily and didn\u2019t have to use lots of the product. Felt very refreshing on my skin. Scent level was just right too.....not overpowering. [This review was collected as part of a promotion.]"
552,0,31,2,Tresemme  Heat Defence Spray 300ml,5,Brilliant value for money,Great product and great price too,0,1,0,0,30,Brilliant value for money Great product and great price too
553,0,16,2,Lynx Africa Body Spray Deodorant Aerosol 200ml,5,Very good,Nice,0,1,0,0,30,Very good Nice
554,0,29,1,Surf  Tropical Lily Washing Liquid 85 Wash 3L,5,Hope its there when I need it again,Perfect,0,1,0,0,30,Hope its there when I need it again Perfect
555,0,30,1,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),1,Terrible,It was spilled everywhere in the box,0,1,0,1,13,Terrible It was spilled everywhere in the box
556,0,8,1,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,5,Great scent,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,0,0,0,0,30,Great scent Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.
557,0,8,1,Comfort  Pure Fabric Conditioner 166 Wash 5L,5,Great scent,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,0,1,0,0,30,Great scent Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.
558,3,25,2,Simple Regeneration Age Resisting Cleansing Wipes 25 wipes,5,Very Good,"I picked up in a rush in store and am so pleased I did. These remove make up with ease and leave my skin feeling tighter and brighter. I use both sides of the wipe and it remains strong and moist. I usually use micellar water but will continue to use these because they are just so good. No overpowering scent, no perfume or colour. Excellent quality and immediate results. Try them you will not be disappointed. Super soft skin with no residue. Very pleased.",0,1,1,0,30,"Very Good I picked up in a rush in store and am so pleased I did. These remove make up with ease and leave my skin feeling tighter and brighter. I use both sides of the wipe and it remains strong and moist. I usually use micellar water but will continue to use these because they are just so good. No overpowering scent, no perfume or colour. Excellent quality and immediate results. Try them you will not be disappointed. Super soft skin with no residue. Very pleased."
559,6,11,2,Dove  Deeply Nourishing Body wash 500ml,5,"Gorgeous shower cream, no SLS!","I usually buy organic cosmetics and wanted a natural product without the high price tag. I was delighted to find this! This shower cream is one of the few big brands which does not contain SLS, a harmful skin irritant added as a foaming agent to create a lather. It is silky smooth, thick and creamy, gentle on the skin, and rich enough to moisturise my dry mature skin. It has a gorgeous delicate fragrance and feels far more expensive than it is. Excellent value, especially for a product which contains no Sodium Laureth Sulfate, Sodium Lauryl Sulfate or Parabens.",0,1,1,0,19,"Gorgeous shower cream, no SLS! I usually buy organic cosmetics and wanted a natural product without the high price tag. I was delighted to find this! This shower cream is one of the few big brands which does not contain SLS, a harmful skin irritant added as a foaming agent to create a lather. It is silky smooth, thick and creamy, gentle on the skin, and rich enough to moisturise my dry mature skin. It has a gorgeous delicate fragrance and feels far more expensive than it is. Excellent value, especially for a product which contains no Sodium Laureth Sulfate, Sodium Lauryl Sulfate or Parabens."
560,6,14,0,Hellmann's  Real Squeezy mayonnaise 750ml,3,shame about the bottle!,"The mayonnaise would get 5 stars from me for taste but the container is style over substance. The squeezy bottle is, in itself, a genius idea but thats where it stops. It is too tall for the size of cap making it top heavy and unstable. Every bottle Ive ever put in my fridge has tumbled out. The cap is made of brittle plastic so it shatters as it hits the kitchen floor. Its like Groundhog Day each time it happens! Then, as other reviewers have commented, its impossible to get all the product out of the bottle. Surely this container is crying out for a design overhaul?",0,1,1,0,24,"shame about the bottle! The mayonnaise would get 5 stars from me for taste but the container is style over substance. The squeezy bottle is, in itself, a genius idea but thats where it stops. It is too tall for the size of cap making it top heavy and unstable. Every bottle Ive ever put in my fridge has tumbled out. The cap is made of brittle plastic so it shatters as it hits the kitchen floor. Its like Groundhog Day each time it happens! Then, as other reviewers have commented, its impossible to get all the product out of the bottle. Surely this container is crying out for a design overhaul?"
561,6,2,3,Ben & Jerry's Classic Cookie Dough Ice Cream 500ml,5,yummy ice cream,This ice cream is great. The cookie dough pieces are just the right size and the ice cream itself is so creamy and delicious. The only problem is that once you open the tub it's impossible to stop eating until it's all gone.,0,1,1,0,30,yummy ice cream This ice cream is great. The cookie dough pieces are just the right size and the ice cream itself is so creamy and delicious. The only problem is that once you open the tub it's impossible to stop eating until it's all gone.
562,6,17,3,Magnum  White Ice Cream 8 x 110ml,5,Heavenly,My nightly treat. Perfection,0,1,1,0,24,Heavenly My nightly treat. Perfection
563,6,17,3,Magnum  White Ice Cream 8 x 110ml,5,The best,Just perfect and even better on offer,0,1,1,0,18,The best Just perfect and even better on offer
564,6,25,2,Simple Kind to Skin Cleansing Facial Wipes 2 x 25pc,5,Fab face wipes,"As far as I'm concerned these are the best. Remove all makeup, even waterproof mascara. Have tried many other makes, none as good as these for me",0,1,1,0,14,"Fab face wipes As far as I'm concerned these are the best. Remove all makeup, even waterproof mascara. Have tried many other makes, none as good as these for me"
565,6,10,1,Domestos Original Thick Bleach 750ml,5,Quality product,I've tried alot of bleaches and other toilet cleaning products over the years and keep coming back to Domestos. Far superior to others I have tried really thick and does an excellent cleaning job. Always reliable.,0,1,1,0,18,Quality product I've tried alot of bleaches and other toilet cleaning products over the years and keep coming back to Domestos. Far superior to others I have tried really thick and does an excellent cleaning job. Always reliable.
566,6,14,0,Hellmann's  Real Mayonnaise 800g,5,Simply the best,"Ive tried many alternatives, and the only mayo that beats this is homemade! Its reliable, tasty, versatile, and lasts for ages in the fridge.",0,1,1,0,28,"Simply the best Ive tried many alternatives, and the only mayo that beats this is homemade! Its reliable, tasty, versatile, and lasts for ages in the fridge."
567,0,20,3,PG tips  Original Tea Bags 240,1,bad quality,more than half the bags were split,0,0,0,0,30,bad quality more than half the bags were split
568,0,21,1,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",5,Lovely scent,"Good value for money. Wash really well, lovely smell.",0,0,0,1,30,"Lovely scent Good value for money. Wash really well, lovely smell."
569,0,21,1,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",5,Lovely scent,"Good value for money. Wash really well, lovely smell.",0,0,0,1,30,"Lovely scent Good value for money. Wash really well, lovely smell."
570,0,21,1,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",5,Lovely scent,"Good value for money. Wash really well, lovely smell.",0,0,0,1,30,"Lovely scent Good value for money. Wash really well, lovely smell."
571,0,21,1,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",5,Lovely scent,"Good value for money. Wash really well, lovely smell.",0,0,0,1,30,"Lovely scent Good value for money. Wash really well, lovely smell."
572,0,21,1,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",5,Lovely scent,"Good value for money. Wash really well, lovely smell.",0,1,0,1,30,"Lovely scent Good value for money. Wash really well, lovely smell."
573,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Beautifully Moisturising,"I love this range of body lotions as they aren't greasy, are easy to apply and soak in quickly and leave my skin feeling super soft and moisturised. Great value for money and the scent is fresh and light, a great go to beauty essential in my bathroom cupboard. [This review was collected as part of a promotion.]",1,1,1,0,30,"Beautifully Moisturising I love this range of body lotions as they aren't greasy, are easy to apply and soak in quickly and leave my skin feeling super soft and moisturised. Great value for money and the scent is fresh and light, a great go to beauty essential in my bathroom cupboard. [This review was collected as part of a promotion.]"
574,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Very Soothing!,"I am very happy with the Vaseline intensive care cream as it gentle and soothes the skin. I am very fussy about the products I purchase as I have sensitive and dry skin, but this product ticks all the boxes and is perfect for my skin type. Very happy with it. [This review was collected as part of a promotion.]",1,1,1,0,30,"Very Soothing! I am very happy with the Vaseline intensive care cream as it gentle and soothes the skin. I am very fussy about the products I purchase as I have sensitive and dry skin, but this product ticks all the boxes and is perfect for my skin type. Very happy with it. [This review was collected as part of a promotion.]"
575,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Smells and feels amazing,"This morning I received a bottle of Vaseline aloe soothe from Tryit sampling, I just couldn't wait to try it. my skin feels and smells amazing the lotion was easy to apply and soaked right in. Love it [This review was collected as part of a promotion.]",1,1,1,0,30,"Smells and feels amazing This morning I received a bottle of Vaseline aloe soothe from Tryit sampling, I just couldn't wait to try it. my skin feels and smells amazing the lotion was easy to apply and soaked right in. Love it [This review was collected as part of a promotion.]"
576,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Excellent product,"I suffer from dry skin from ages , and I am always looking to find the best product , who will give my skin relieve . Now I can stop looking because finally I find my product - Vaseline Intensive care Aloe , First it come in this big bottle , so you dont worry about finishing it too fast , Then come the smell - it so nice, clean and fresh, and finally and the most important - the relieve, its so soothing really , and its absorb very fast , so you dont need to wait to put your clothes on . I really love it ! [This review was collected as part of a promotion.]",1,1,1,0,30,"Excellent product I suffer from dry skin from ages , and I am always looking to find the best product , who will give my skin relieve . Now I can stop looking because finally I find my product - Vaseline Intensive care Aloe , First it come in this big bottle , so you dont worry about finishing it too fast , Then come the smell - it so nice, clean and fresh, and finally and the most important - the relieve, its so soothing really , and its absorb very fast , so you dont need to wait to put your clothes on . I really love it ! [This review was collected as part of a promotion.]"
577,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Absolutely Gorgeous,"This cream is one of the best body creams I've tried, I was not expecting much but I was very pleasantly surprised by this cream. It is a nice creamy white texture, not at all greasy it absorbs quickly into your skin and makes it feel lovely soft and smooth. This cream also has an absolutely gorgeous and refreshing smell of aloe vera, which I could smell all day it's so lovely. [This review was collected as part of a promotion.]",1,1,1,0,30,"Absolutely Gorgeous This cream is one of the best body creams I've tried, I was not expecting much but I was very pleasantly surprised by this cream. It is a nice creamy white texture, not at all greasy it absorbs quickly into your skin and makes it feel lovely soft and smooth. This cream also has an absolutely gorgeous and refreshing smell of aloe vera, which I could smell all day it's so lovely. [This review was collected as part of a promotion.]"
578,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,3,Decent regular lotion,"This is a decent everyday lotion with a clean light scent. It's not a luxury nor a natural product - there's more petrolatum than aloe in it - and is fairly light in texture, but does the job of effective moisturizing for a good price especially while skin is still damp. [This review was collected as part of a promotion.]",1,1,1,0,30,"Decent regular lotion This is a decent everyday lotion with a clean light scent. It's not a luxury nor a natural product - there's more petrolatum than aloe in it - and is fairly light in texture, but does the job of effective moisturizing for a good price especially while skin is still damp. [This review was collected as part of a promotion.]"
579,0,28,2,Sure Maximum Protection Clean Scent Cream Anti-Perspirant Deodorant 45ml,5,Brilliant,Usually purchase at Costco but these are extremely good value would definitely recommend this,0,1,0,0,30,Brilliant Usually purchase at Costco but these are extremely good value would definitely recommend this
580,0,25,2,Simple Regeneration Age Resisting Day Cream 50ml,5,Lovely face cream,"Lovely day cream makes my skin feel lovely,helps with ageing",0,0,0,0,30,"Lovely face cream Lovely day cream makes my skin feel lovely,helps with ageing"
581,0,8,1,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,5,Great,Great product and arrived quickly. Nice scent,0,0,0,0,30,Great Great product and arrived quickly. Nice scent
582,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Great,"Arrived on time, well packaged, great product. Dont need much as it has strong fragrance.",0,1,0,0,30,"Great Arrived on time, well packaged, great product. Dont need much as it has strong fragrance."
583,0,8,1,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,5,Great,Great product and arrived quickly. Nice scent,0,0,0,0,30,Great Great product and arrived quickly. Nice scent
584,0,8,1,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Great,Great product and arrived quickly. Nice scent,0,1,0,0,30,Great Great product and arrived quickly. Nice scent
585,0,22,1,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),5,Good value for money,"Really good value for money, perfect for washing my babies clothes with.",0,1,0,0,30,"Good value for money Really good value for money, perfect for washing my babies clothes with."
586,0,8,1,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1,Product leaked in transit,"The product has leaked over all my order, do you have any suggestion why I can do",0,0,0,0,30,"Product leaked in transit The product has leaked over all my order, do you have any suggestion why I can do"
587,0,8,1,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,5,Excellent value,Love the smell and softness,0,1,0,0,30,Excellent value Love the smell and softness
588,0,8,1,Comfort  Pure Fabric Conditioner 166 Wash 5L,1,Product leaked in transit,"The product has leaked over all my order, do you have any suggestion why I can do",0,1,0,0,30,"Product leaked in transit The product has leaked over all my order, do you have any suggestion why I can do"
589,0,8,1,Comfort  Pure Fabric Conditioner 166 Wash 5L,5,Excellent value,Love the smell and softness,0,0,0,0,30,Excellent value Love the smell and softness
590,6,8,1,Comfort  Pure Fabric Conditioner 85 Wash 3L,5,Excellent!,"Excellent product, having been using it for awhile now. Suitable for the whole family, which makes it an obvious choice!",0,1,1,0,30,"Excellent! Excellent product, having been using it for awhile now. Suitable for the whole family, which makes it an obvious choice!"
591,3,25,2,Simple Regeneration Age Resisting Night Cream 50ml,1,Awful.,"Started using this as I could not find my old Simple night cream. I 'm not very impressed, it seems to be causing me breakouts and eye irritation. Makes no difference to skin, the sots make it worse.",1,1,1,0,30,"Awful. Started using this as I could not find my old Simple night cream. I 'm not very impressed, it seems to be causing me breakouts and eye irritation. Makes no difference to skin, the sots make it worse."
592,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,A balm for dry skin,I loved the sweet smell of this body lotion. The cream is thick and it absorbs quickly into the skin. The bottle states that it has a non-greasy formula and I found that to be correct. I applied the lotion in the morning and 10 hours later my skin still felt soft. [This review was collected as part of a promotion.],1,1,1,0,30,A balm for dry skin I loved the sweet smell of this body lotion. The cream is thick and it absorbs quickly into the skin. The bottle states that it has a non-greasy formula and I found that to be correct. I applied the lotion in the morning and 10 hours later my skin still felt soft. [This review was collected as part of a promotion.]
593,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Leaves my skin so soft,"I use body lotion but had never tried the Vaseline ones before. I wish I had! It has such a pleasant fragrance and leaves my skin so soft and nourished after showering. I have some areas of dry skin and I tend to use before bed, I really notice a difference from my previous lotion in the morning. [This review was collected as part of a promotion.]",1,1,1,0,30,"Leaves my skin so soft I use body lotion but had never tried the Vaseline ones before. I wish I had! It has such a pleasant fragrance and leaves my skin so soft and nourished after showering. I have some areas of dry skin and I tend to use before bed, I really notice a difference from my previous lotion in the morning. [This review was collected as part of a promotion.]"
594,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Fantastic product,I got this a couple of days ago and used it after I had a shower .it smells really nice and is really good..it leaves my skin soft and smooth and last all day ..this cold weather I need something like this it's really good keep my skin moisturised and fresh all day [This review was collected as part of a promotion.],1,1,1,0,30,Fantastic product I got this a couple of days ago and used it after I had a shower .it smells really nice and is really good..it leaves my skin soft and smooth and last all day ..this cold weather I need something like this it's really good keep my skin moisturised and fresh all day [This review was collected as part of a promotion.]
595,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Easily absorbed and smells great,This lightly fragranced lotion dispenses easily from the bottle. I found it spread well across my skin and was absorbed quite quickly. It really seemed to work well on my dryer areas such as knees and elbows so I tried it on my feet also! This was a revelation to me as being quite thin it was absorbed very quickly which meant no need for bed socks nor me slipping all over the place all night and also it moisturised my feet really well. I am really impressed with this versatile lotion. [This review was collected as part of a promotion.],1,1,1,0,30,Easily absorbed and smells great This lightly fragranced lotion dispenses easily from the bottle. I found it spread well across my skin and was absorbed quite quickly. It really seemed to work well on my dryer areas such as knees and elbows so I tried it on my feet also! This was a revelation to me as being quite thin it was absorbed very quickly which meant no need for bed socks nor me slipping all over the place all night and also it moisturised my feet really well. I am really impressed with this versatile lotion. [This review was collected as part of a promotion.]
596,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Really makes a difference,"We've been using this for months. It's a lovely product. I have dry skin and using it just twice a week helps to keep it under control. My eldest daughter has eczema and she uses a small amount every night on her elbows. It really helps! It smells lovely, and absorbs quickly. It doesn't leave any stickiness or residue like some products do! We love this product a lot! [This review was collected as part of a promotion.]",1,1,1,0,30,"Really makes a difference We've been using this for months. It's a lovely product. I have dry skin and using it just twice a week helps to keep it under control. My eldest daughter has eczema and she uses a small amount every night on her elbows. It really helps! It smells lovely, and absorbs quickly. It doesn't leave any stickiness or residue like some products do! We love this product a lot! [This review was collected as part of a promotion.]"
597,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,really good highly recommended,"I suffer from bad dry skin during the winter and started using Vaseline intensive care aloe soothe body lotion, and the results are amazing, my skin feels so soft and smooth I am very happy with it, and will continue to use daily [This review was collected as part of a promotion.]",1,1,1,0,30,"really good highly recommended I suffer from bad dry skin during the winter and started using Vaseline intensive care aloe soothe body lotion, and the results are amazing, my skin feels so soft and smooth I am very happy with it, and will continue to use daily [This review was collected as part of a promotion.]"
598,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Fantastic for dry skin,"Love this cream. It heavy but not overly so, soaks into your skin and keeps you moisturised for ages. Has a really soft fragrance but not overly perfumed, reminded me of my holiday. I suffer with really dry arms and hands and after a few applications looked and felt significantly better. [This review was collected as part of a promotion.]",1,1,1,0,30,"Fantastic for dry skin Love this cream. It heavy but not overly so, soaks into your skin and keeps you moisturised for ages. Has a really soft fragrance but not overly perfumed, reminded me of my holiday. I suffer with really dry arms and hands and after a few applications looked and felt significantly better. [This review was collected as part of a promotion.]"
599,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Perfect for this time of year!,"Winter has left me with very dry skin, especially on my hands and wrists so this was a perfect solution. This moisturiser has a very clean, fresh smell of aloe and absorbs really quickly into your skin. There is no greasy feel and only a small amount is needed to make a difference. The 400ml bottle should last me well into the spring and I will be adding it to my daily routine. [This review was collected as part of a promotion.]",1,1,1,0,30,"Perfect for this time of year! Winter has left me with very dry skin, especially on my hands and wrists so this was a perfect solution. This moisturiser has a very clean, fresh smell of aloe and absorbs really quickly into your skin. There is no greasy feel and only a small amount is needed to make a difference. The 400ml bottle should last me well into the spring and I will be adding it to my daily routine. [This review was collected as part of a promotion.]"
600,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,A miracle in a bottle! Absolutely love this product!,"I suffer from dry sensitive skin and vaseline products are one of very few moisturizers I can use without my skin reacting by flaring up or itching terribly!The first thing I noticed was the beautiful fresh aroma as soon as I clipped open the lid!As soon as I applied a drop onto my skin I instantly felt a soothing sensation and didn't feel greasy unlike many moisturizers and absorbed quickly but effectively as my skin quickly felt moisturised and hydrated! This product has helped my dry skin problem massively, I use it every day particularly after showering or bath and also before bed with the confidence my skin will still be feeling freshly moisturised come the morning! Fantastic product and definatly a recommendation from me! [This review was collected as part of a promotion.]",1,1,1,0,30,"A miracle in a bottle! Absolutely love this product! I suffer from dry sensitive skin and vaseline products are one of very few moisturizers I can use without my skin reacting by flaring up or itching terribly!The first thing I noticed was the beautiful fresh aroma as soon as I clipped open the lid!As soon as I applied a drop onto my skin I instantly felt a soothing sensation and didn't feel greasy unlike many moisturizers and absorbed quickly but effectively as my skin quickly felt moisturised and hydrated! This product has helped my dry skin problem massively, I use it every day particularly after showering or bath and also before bed with the confidence my skin will still be feeling freshly moisturised come the morning! Fantastic product and definatly a recommendation from me! [This review was collected as part of a promotion.]"
601,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,A miracle in a bottle! Absolutely love this product!,"I suffer with dry sensitive skin and vaseline is one of very few products that doesn't make my skin flare up and itch like crazy!The first thing I noticed was the beautiful fresh smell that escaped as I lifted the cap, as I applied a drop to my skin I instantly felt a soothing relief and easily moisturised into my skin absorbing effortlessly and not at all greasy unlike alot of other moisturisers I've tried! I use this product every day and it has improved my dry skin condition massively couldn't recommend this product enough I absolutely love it! [This review was collected as part of a promotion.]",1,1,1,0,30,"A miracle in a bottle! Absolutely love this product! I suffer with dry sensitive skin and vaseline is one of very few products that doesn't make my skin flare up and itch like crazy!The first thing I noticed was the beautiful fresh smell that escaped as I lifted the cap, as I applied a drop to my skin I instantly felt a soothing relief and easily moisturised into my skin absorbing effortlessly and not at all greasy unlike alot of other moisturisers I've tried! I use this product every day and it has improved my dry skin condition massively couldn't recommend this product enough I absolutely love it! [This review was collected as part of a promotion.]"
602,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Smells fab!,Love how light and none sticky this moisturiser is it goes on well and soaks in not leaving a residue . I tend to use it all over and it leaves my skin feeling soft and moist .its not too heavy and good for everyday use. [This review was collected as part of a promotion.],1,1,1,0,30,Smells fab! Love how light and none sticky this moisturiser is it goes on well and soaks in not leaving a residue . I tend to use it all over and it leaves my skin feeling soft and moist .its not too heavy and good for everyday use. [This review was collected as part of a promotion.]
603,0,8,1,Comfort  Pure Fabric Conditioner 166 Wash 5L,5,Great value,"Its what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing.",0,1,0,0,30,"Great value Its what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing."
604,0,8,1,Comfort  Pure Fabric Conditioner 166 Wash 5L,4,Comfort Pure Fabric Conditioner,"Bargain,however I dont think the consistency is the same as the shops one.smells nice,again,doesnt seem to last after ironing!",0,1,0,0,30,"Comfort Pure Fabric Conditioner Bargain,however I dont think the consistency is the same as the shops one.smells nice,again,doesnt seem to last after ironing!"
605,0,21,1,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",5,Great value,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,0,0,0,1,30,Great value Great value for money. Fantastic product. Lovely smell and easy to use washing tablets
606,0,21,1,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",5,Great value,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,0,1,0,1,30,Great value Great value for money. Fantastic product. Lovely smell and easy to use washing tablets
607,0,21,1,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",5,Great value,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,0,0,0,1,30,Great value Great value for money. Fantastic product. Lovely smell and easy to use washing tablets
608,0,21,1,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",5,Great value,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,0,0,0,1,30,Great value Great value for money. Fantastic product. Lovely smell and easy to use washing tablets
609,0,25,2,Simple Water Boost Skin Quench Sleeping Cream 50ml,5,Lovely gel moisturiser,"I do like the Simple brand products as I have sensitive skin and I need to be really careful with chemicals. This Simple Face Moisturiser moisturiser is fantastic. It has very little smell. It has a gel like consistency without the stickiness or gloopiness of some other products that are on the market. The moisturiser applies well to the skin and sinks in quickly leaving my skin feeling refreshed and moisturised with no heaviness or stickiness. I had no reaction to this moisturiser at all. I have a combination skin and this moisturiser was ideal as it has no greasiness. After a few hours of wearing I find that my skin feels totally normal, there is no greasiness at all which I sometimes get with creamy moisturisers. Also I found that I could apply makeup easily within a short period of time as the moisturiser sunk into my skin easily. I have light wrinkles and although the moisturiser can not perform miracles it did prevent my skin from drying over the day from the effects of heating or the sun. I think that this is one of the best moisturisers that I have used. It does the job with no side effects.",0,1,1,0,30,"Lovely gel moisturiser I do like the Simple brand products as I have sensitive skin and I need to be really careful with chemicals. This Simple Face Moisturiser moisturiser is fantastic. It has very little smell. It has a gel like consistency without the stickiness or gloopiness of some other products that are on the market. The moisturiser applies well to the skin and sinks in quickly leaving my skin feeling refreshed and moisturised with no heaviness or stickiness. I had no reaction to this moisturiser at all. I have a combination skin and this moisturiser was ideal as it has no greasiness. After a few hours of wearing I find that my skin feels totally normal, there is no greasiness at all which I sometimes get with creamy moisturisers. Also I found that I could apply makeup easily within a short period of time as the moisturiser sunk into my skin easily. I have light wrinkles and although the moisturiser can not perform miracles it did prevent my skin from drying over the day from the effects of heating or the sun. I think that this is one of the best moisturisers that I have used. It does the job with no side effects."
