,online_store,brand,category,product_description,review_rating,review_title,review_text,review_type,parent_review,verified_purchase,helpful_review_count,review_delt,title_review_comments,char_count,word_count,sent_count,capital_char_count,capital_word_count,quoted_word_count,stopword_count,unique_word_count,htag_count,mention_count,avg_wordlength,avg_sentlength,unique_vs_words,stopwords_vs_words,! count,""" count",# count,$ count,% count,& count,' count,( count,) count,* count,+ count,", count",- count,. count,/ count,: count,; count,< count,= count,> count,? count,@ count,[ count,\ count,] count,^ count,_ count,` count,{ count,| count,} count,~ count
891,6,2,3,Ben & Jerry's  Phish Food Ice Cream 500ml,5,Mmmm,"If you want a sweet rich chocolate ice cream, this will hit the spot.",0,1,1,0,30,mmm sweet rich school ice cream hit spot,74,15,1,2,0,0,5,15,0,0,4.933333333333334,15.0,1.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,3,25,2,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,1,Not impressed,"Bought these thinking they were the ordinary simple cleansing wipes as the packaging is the same. Even as exfoliating wipes, do not find them good. They are quite dry (the actual wipes are dry - i don't mean they leave my skin dry!) Not a good product.",0,1,1,0,20,impress bought think ordinary simple clean wipe package even emboli wipe find good quit dry actual wipe dry mean leave dry good,266,49,4,5,0,0,21,41,0,0,5.428571428571429,12.25,0.8367346938775511,0.42857142857142855,1,0,0,0,0,0,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,8,34,2,Vaseline Intensive Care Cocoa Radiant Body Gel Oil 200ml,5,Preserves the integrity of my skin,"I have MS and my skin can get burnt fron bladder weakness, using the oil gel keeps my skin protected better than any other product plus it smells nice.",0,1,1,0,30,preserve inter miss get burnt from bladder weak oil get keep protect better plus smell nice,186,35,1,4,2,0,13,30,0,0,5.314285714285714,35.0,0.8571428571428571,0.37142857142857144,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,6,16,2,Lynx  Black Shower Gel 400ml,5,Shower Gel,"Very good product, excellent for every day use.",0,1,1,0,30,shower get good expel every day,58,10,1,3,0,0,1,10,0,0,5.8,10.0,1.0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,6,16,2,Lynx  Black Shower Gel 400ml,5,Good Quality Shower Gel,"This shower gel smells very nice and is quite thick, not runny like some other gels. I would definitely buy this again.",0,1,1,0,30,good quality shower get shower get smell nice quit thick run like get would definite buy,143,26,2,6,1,0,8,26,0,0,5.5,13.0,1.0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,6,8,1,Comfort Intense Fresh Sky Fabric Conditioner 64 Wash 960ml,4,Recycled Plastic,"Great product, very concentrated and good lingering fragrance. The bonus is the bottle is made from 100 percent recycled plastic.",0,1,1,0,30,recycle plastic great consent good linger fragrance bonus bottle made did percent recycle plastic,146,22,2,4,0,0,6,21,0,0,6.636363636363637,11.0,0.9545454545454546,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,6,2,3,Ben & Jerry's  Phish Food Ice Cream 500ml,5,Delicious Fun Chocolate Ice Cream,"All the family love it! Great chocolate ice cream and the kids enjoyed finding the fish! Won't last long in this household, a wonderful treat.",0,1,1,0,30,device fun school ice cream family love great school ice cream kid enjoy find fish last long household wonder treat,176,30,3,8,0,0,8,28,0,0,5.866666666666666,10.0,0.9333333333333333,0.26666666666666666,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,6,2,3,Ben & Jerry's  Phish Food Ice Cream 500ml,5,Yum!,Everyone loved this. Will buy again.,0,1,1,0,30,sum everyone love buy,41,7,3,3,0,0,2,7,0,0,5.857142857142857,2.3333333333333335,1.0,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,25,2,Simple Kind To Skin Hydrating Light Moisturiser 125ml,2,Formula change :(,"I've been using this moisturiser daily for 5+ years and it's always been great for the price. However a recent formula change means that it now stings slightly to apply, and has caused dermatitis to flare up around my eyes. I've compared the ingredients from before and think it's possibly due to the inclusion of 2-bromo-2-nitropropane-1,3-diol. Dissapoiting as was always super reliable before, even for my picky skin. Hopefully they'll change the formula back otherwise I won't be buying it again",0,1,1,0,30,formula change moisture daily year away great price howe recent formula change mean sting slight apply cause derma flare around eye compare inured think possible due include dbromodnitropropaned idiot dissapoit away super reliable even pick hope change formula back otherwise buy,517,84,5,7,1,0,36,66,0,0,6.154761904761905,16.8,0.7857142857142857,0.42857142857142855,0,0,0,0,0,0,6,1,0,0,1,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,31,2,Tresemme Moisture Rich Conditioner 900ml,5,Perfect,I just try this product and so happy with it. It makes my hair so soft,0,1,1,0,30,perfect happy make hair soft,78,17,2,3,1,0,8,16,0,0,4.588235294117647,8.5,0.9411764705882353,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,brill,"Wow i love this so much,the smell is amazing and it lingers on your skin for a while as ive notice with other cream it dont,i love that it is non greasy when applying it too which is another good thing,and i love it because this is the only cream ive found that works and helps with my dry skin that i get in patches on my face,just brill. [This review was collected as part of a promotion.]",1,1,1,0,30,bill now love much smell may linger give notice cream dont love greasy apply not good thing love cream give found work help dry get patch bill review collect part promote,397,79,2,2,0,0,47,56,0,0,5.025316455696203,39.5,0.7088607594936709,0.5949367088607594,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
902,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Lovely feel afterwards,"I would very much recommend this product, after using it my skin feels so soft and smooth. I believe if I continued to use this long term I would see massive benefits. The bottle is huge, so would last you a long time. [This review was collected as part of a promotion.]",1,1,1,0,30,love feel afterward would much recommend feel soft smooth believe continue long term would see massive benefit bottle huge would last long time review collect part promote,293,55,4,7,4,0,18,46,0,0,5.327272727272727,13.75,0.8363636363636363,0.32727272727272727,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
903,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,5,Gentle and moisturising,"This product is not what I would have bought. Although I like Vaseline products, this one has never appealed to me. The smell is really nice and the product goes onto the skin really well. It soaks in really nicely and doesn't leave a residue like some products do. [This review was collected as part of a promotion.]",1,1,1,0,30,gentle moisture would bought although like vaselin never appeal smell really nice go onto really well soak really nice leave residue like review collect part promote,341,61,5,9,2,0,23,51,0,0,5.590163934426229,12.2,0.8360655737704918,0.3770491803278688,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
904,6,24,2,Radox  Care + Nourish Antibacterial Handwash 250ml,5,My hands feel lovely after use,"This product smells gorgeous. I have used this in the kitchen, and will certainly buy in the future. A great hand wash, lathers well, and non drying to the skin.",0,1,1,0,30,hand feel love smell gorgeous kitchen certain buy future great hand wash lather well dry,192,36,3,4,2,0,12,32,0,0,5.333333333333333,12.0,0.8888888888888888,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,6,16,2,Lynx Africa Body Spray Deodorant Aerosol 150ml,2,stinging deoderant,My husband used this deoderant and found on application was very uncomfortable under arms with a stinging sensation for quite some while after use.,0,1,1,0,30,sting tender husband tender found applied comfort arm sting sent quit,166,26,1,1,0,0,12,24,0,0,6.384615384615385,26.0,0.9230769230769231,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,6,10,1,Domestos  15 Minute Sink & Pipe Unblocker 500ml,1,Didn't work,I poured this in kitchen sink drain and left it overnight. Drainage no better in the morning. Then got Essential Waitrose drain unblocker a few days later and it did the job!,0,1,1,0,30,work kitchen sink drain left overnight drainage better more got essential waits drain block day later job,186,34,3,6,1,0,13,29,0,0,5.470588235294118,11.333333333333334,0.8529411764705882,0.38235294117647056,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,6,2,3,Ben & Jerry's  Phish Food Ice Cream 500ml,4,yummy!,If you like chocolate icecream then this is a good one! Good texture as well,0,1,1,0,30,gumma like school icecream good good texture well,83,16,3,2,0,0,6,16,0,0,5.1875,5.333333333333333,1.0,0.375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,6,2,3,Ben & Jerry's  Phish Food Ice Cream 500ml,4,No GMO.... YUM,Lovely creamy with good chocolate flavour. Contains no GMO,0,1,1,0,30,go sum love cream good school flavour contain go,73,12,2,12,3,0,2,12,0,0,6.083333333333333,6.0,1.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,7,6,1,Cif  Original Cream Cleaner 500ml,2,Since formula change it can cause scratches,"I have always used Cif and thought it a great product. However, now the micro granules in it are no long plastic you have to be careful where you use it as it does cause fine scratches - be wary of using on stainless steel.",0,1,1,0,28,since formula change cause scratch away if thought great howe micro grand long plastic cause fine scratch war painless steel,267,52,2,4,1,0,25,43,0,0,5.134615384615385,26.0,0.8269230769230769,0.4807692307692308,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,7,15,0,Knorr  Chicken Stock Pot 8 x 28g,1,chicken stockpots,why change what was great - no option for no starts,1,1,1,0,30,chicken stockton change great option start,69,13,1,0,0,0,6,12,0,0,5.3076923076923075,13.0,0.9230769230769231,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,7,15,0,Knorr  Rich Beef Stock Pot 4 x 28g,5,Wonderful flavour,This is the best stock ever-unless you make your own! Gravy is richer and has a wonderful flavour. Wouldn't be without it.,0,1,1,0,28,wonder flavour best stock everunless make grave richer wonder flavour would without,140,24,3,4,0,0,11,23,0,0,5.833333333333333,8.0,0.9583333333333334,0.4583333333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,7,15,0,Knorr  Vegetable Stock Pot 8 x 28g,1,Contains Palm Oil,Shame they contain palm oil (albeit labelled 'fat'). You would have thought that these would have been reformulated by now given all the publicity.,0,1,1,0,30,contain palm oil shame contain palm oil albeit label fat would thought would reform given public,165,27,2,5,0,0,10,25,0,0,6.111111111111111,13.5,0.9259259259259259,0.37037037037037035,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,7,15,0,Knorr  Chicken Stock Pot 4 x 28g,1,chicken stockpots,why change what was great - no option for no starts,1,1,1,0,30,chicken stockton change great option start,69,13,1,0,0,0,6,12,0,0,5.3076923076923075,13.0,0.9230769230769231,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,7,17,3,Magnum  White Ice Cream 4 x 110ml,5,Magnum White Ice Cream Bars,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,1,1,1,0,25,magnum white ice cream bar husband favorite impose find previous source check target thank,140,26,3,9,1,0,9,26,0,0,5.384615384615385,8.666666666666666,1.0,0.34615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,7,11,2,Dove DermaSpa Fair to Medium Summer Revived 200ml,5,Exactly what I wanted,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - a gradual tan that you can build up, very light texture so it dried quickly and didn't stain or streak. Love it!",1,1,1,0,25,exact really impress first time sultan nervous would turn work perfect gradual an build light texture dry quick stain streak love,259,50,3,6,2,0,22,45,0,0,5.18,16.666666666666668,0.9,0.44,2,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,7,11,2,Dove  Medium to Dark Skin Summer Revived 200ml,5,"Subtle, soft and good colour",A lovely subtle and soft colour to the skin. I am pale and use medium to dark. Dove scent and no fake tan smell so far. I use for 4-5 days in a row then once or twice weekly. Just Keep rubbing in gently till absorbed.,1,1,1,0,28,subtle soft good colour love subtle soft colour pale medium dark scent face an smell far did day row twice week keep rub gentle absorb,246,51,5,7,3,0,17,42,0,0,4.823529411764706,10.2,0.8235294117647058,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Really good for sensitive skin,"As a regular user of a number of simple products, I was very impressed with there refreshing shower gel. I suffer with quite dry skin during the winter, and when using other brands of shower gel they can sometimes act harshly and leave my skin quite dry and flaky, especially on my face. However with this simple shower gel this is not the case. It does not irritate my skin in face it leaves my complexion looking clearer and my skin feeling soft. The size of the bottle is adequate for everyday use and regular use. And although the packaging is quite mild it does the job. I would definitely choose this shower gel out of the choice. A little bit goes a long way, and the product has a pleasent scent. [This review was collected as part of a promotion.]",1,1,1,0,29,really good sent regular user number simple impress refresh shower get suffer quit dry winter brand shower get sometime act harsh leave quit dry flank respect howe simple shower get case merit leave complexion look clearer feel soft size bottle adieu everyday regular although package quit mild job would definite choose shower get choice little bit go long way pleasant scent review collect part promote,787,146,9,11,4,0,60,95,0,0,5.390410958904109,16.22222222222222,0.6506849315068494,0.410958904109589,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
918,7,25,2,Simple  Refreshing Shower Gel 250ml,5,A gel that will refresh you !,"I love having a shower in the morning and moreover, using a really fresh shower gel. This is the first thing I need to have a great day. With the Simple Refreshing Shower Gel, this is exactly what I was looking for. Something simple and non-odorous. The Refreshing Shower Gel is the perfect blend of ingredients to clean and energise your skin. Perfect for even the most sensitive skin [This review was collected as part of a promotion.]",1,1,1,0,29,get refresh love shower more more really fresh shower get first thing need great day simple refresh shower get exact look cometh simple nonodor refresh shower get perfect blend inured clean energies perfect even sent review collect part promote,467,85,7,17,4,0,34,66,0,0,5.4941176470588236,12.142857142857142,0.7764705882352941,0.4,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
919,7,25,2,Simple  Refreshing Shower Gel 250ml,4,Great smell and feeling!,"I got this product a few days ago and used it already many times. While you might think a refreshing shower gel is quite ""liquid"" in its form, you could feel the cucumber extrat, which i found great! Often, products say things on their bottle and don't truly mean it whereas the Simple Product was not one of them. Secondly, the smell is amazing and my skin has not badly acted upon it. I do think it is a good product but it might not please others as well! [This review was collected as part of a promotion.]",1,1,1,0,30,great smell feel got day ago already man time might think refresh shower get quit `` liquid form could feel succumb extra found great often say thing bottle truly mean where simple second smell may bad act upon think good might pleas well review collect part promote,535,102,7,9,2,0,44,78,0,0,5.245098039215686,14.571428571428571,0.7647058823529411,0.43137254901960786,3,2,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
920,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Fresh!!!,I love the simple range! It's great for my sensitive skin! Had never tried the shower gel but it's now the only shower gel I will continue to use. Left me feeling fresh and knowing it's best for my skin makes me more likely to recommend. [This review was collected as part of a promotion.],1,1,1,0,25,fresh love simple rang great sent never shower get shower get continue left feel fresh know best make like recommend review collect part promote,298,56,6,7,2,0,23,46,0,0,5.321428571428571,9.333333333333334,0.8214285714285714,0.4107142857142857,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
921,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Great product!,"I always use simple products so when I got the notification to request this product I was very pleased. As always, Simple has produced another great product that says what it does on the tin. My skin reacts well to Simple products and I am very pleased with this shower gel. [This review was collected as part of a promotion.]",1,1,1,0,25,great away simple got notify request pleas away simple produce not great say tin react well simple pleas shower get review collect part promote,341,62,5,10,4,0,24,51,0,0,5.5,12.4,0.8225806451612904,0.3870967741935484,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
922,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Simple refreshing shower gel,Simple refreshing shower gel. Personally. Didn\u2019t. Liked. It. But. My. Daughter. Enjoying. Using. It. She. Love. It. And. Asked. Me. To buy. More when. It\u2019s. finished [This review was collected as part of a promotion.],1,1,1,0,28,simple refresh shower get simple refresh shower get person didn\added like daughter enjoy love ask buy it\added finish review collect part promote,256,39,21,22,0,0,5,34,0,0,6.564102564102564,1.8571428571428572,0.8717948717948718,0.1282051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
923,7,25,2,Simple  Refreshing Shower Gel 250ml,4,Good shower,"This is a really good shower gel for sensitive skin, there isn\u2019t an overwhelming fragrance which a lot other shower gels have and cause irritation without us even realising. The simple shower gel foams well, it\u2019s not drying yet still very refreshing. [This review was collected as part of a promotion.]",1,1,1,0,25,good shower really good shower get sent isn\added overwhelm fragrance lot shower get cause merit without us even realise simple shower get foam well it\added dry yet still refresh review collect part promote,324,53,3,4,0,0,16,47,0,0,6.113207547169812,17.666666666666668,0.8867924528301887,0.3018867924528302,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
924,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Lovely Product,"Just like the rest of the simple range, this product is really kind to the skin. I have pretty sensitive skin so this is great for me and would defintley recommend to others. Simple design but works well. [This review was collected as part of a promotion.]",1,1,1,0,25,love like rest simple rang really kind pretty sent great would definitely recommend simple design work well review collect part promote,271,49,4,6,1,0,20,43,0,0,5.530612244897959,12.25,0.8775510204081632,0.40816326530612246,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
925,7,25,2,Simple  Refreshing Shower Gel 250ml,4,Fresh and clean!,"This Simple shower gel is a clear gel that lathers up really really well, so you don't have to use much to feel clean. As like other Simple products, it doesn't have perfume, so it's pretty much odourless, with a hint of cucumber smell. It feels really natural whilst also making me feel clean, so will definitely be buying again! [This review was collected as part of a promotion.]",1,1,1,0,26,fresh clean simple shower get clear get lather really really well much feel clean like simple perfume pretty much colourless hint succumb smell feel really nature whilst make feel clean definite buy review collect part promote,399,72,5,7,0,0,29,59,0,0,5.541666666666667,14.4,0.8194444444444444,0.4027777777777778,2,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
926,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Very nice,I always been a big fan of Simple shower gels they just never disappoint. This one smells really lovely And feels nice and kind to my skin. Perfect for everyday use and would always recommend it to a friend. [This review was collected as part of a promotion.],1,1,1,0,29,nice away big fan simple shower get never disappoint smell really love feel nice kind perfect everyday would away recommend friend review collect part promote,269,50,4,7,1,0,17,43,0,0,5.38,12.5,0.86,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
927,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Great product,"Love this shower gel mostly for its simplicity and the fact that it does not contain any nasty chemicals. The scent is simple and smells a bit like soap, it foams nicely on the skin and leaves it soft and hydrated. [This review was collected as part of a promotion.]",1,1,1,0,29,great love shower get simple fact contain nasty chemical scent simple smell bit like soap foam nice leave soft hydrate review collect part promote,280,52,3,4,0,0,23,45,0,0,5.384615384615385,17.333333333333332,0.8653846153846154,0.4423076923076923,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
928,7,25,2,Simple  Refreshing Shower Gel 250ml,5,Kind to Skin,"This shower gel really is simple to use. A small amount created a lovely thick lather that left my skin feeling incredibly clean, soft and refreshed. There's no perfume - just a clean, fresh smell and no skin irritation. [This review was collected as part of a promotion.]",1,1,1,0,30,kind shower get really simple small amount great love thick lather left feel inured clean soft refresh perfume clean fresh smell merit review collect part promote,285,51,4,6,1,0,16,44,0,0,5.588235294117647,12.75,0.8627450980392157,0.3137254901960784,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
929,6,16,2,Lynx Africa Body Spray Deodorant Aerosol 150ml,4,Classic,"Got for my husband for a change. Classic lynx deodorant. DonÂt use too much, the smell can be overpowering but clean smell that last for the day.",0,1,1,0,30,classic got husband change classic lynn door dont much smell overflow clean smell last day,154,28,3,5,0,0,12,23,0,0,5.5,9.333333333333334,0.8214285714285714,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,3,11,2,Dove  Deeply Nourishing Body wash 250ml,5,Life changing!,"My skin was dry, itchy and scaly and no matter what I did, nothing helped. I switched to Dove Deep Moisture body wash. All the commercials are right! It changed my skin after just the first use. My skin is so soft and all the itching has stopped. I feel like a different person. Love this product!",1,1,1,0,30,life change dry itchy scale matter not help switch deep moisture wash commerce right change first soft pitch stop feel like differ person love,312,59,7,12,3,0,21,50,0,0,5.288135593220339,8.428571428571429,0.847457627118644,0.3559322033898305,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,3,11,2,Dove  Deeply Nourishing Body wash 500ml,5,Life changing!,"My skin was dry, itchy and scaly and no matter what I did, nothing helped. I switched to Dove Deep Moisture body wash. All the commercials are right! It changed my skin after just the first use. My skin is so soft and all the itching has stopped. I feel like a different person. Love this product!",1,1,1,0,30,life change dry itchy scale matter not help switch deep moisture wash commerce right change first soft pitch stop feel like differ person love,312,59,7,12,3,0,21,50,0,0,5.288135593220339,8.428571428571429,0.847457627118644,0.3559322033898305,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4,Smooth skin!,"This body lotion is generously sized and lasts for a long time, therefore great value for money. It's smooth to apply, leaves no sticky film on the skin and smells nice. It's a low key product that is really great for everyday use. [This review was collected as part of a promotion.]",1,1,1,0,30,smooth lotion generous size last long time therefore great value money smooth apply leave stick film smell nice low key really great everyday review collect part promote,296,54,5,5,0,0,18,46,0,0,5.481481481481482,10.8,0.8518518518518519,0.3333333333333333,1,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
933,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4,Vaseline intensive care Aloe soothe body lotion,"IV only used this Vaseline intensive care Aloe soothe body lotion a couple of time so far, this had a pleasant smell and soaked in my skin very quickly, so far very impressed with this product so would recommend to friends and family [This review was collected as part of a promotion.]",1,1,1,0,30,vaselin intense all south lotion iv vaselin intense all south lotion couple time far pleasant smell soak quick far impress would recommend friend family review collect part promote,333,59,1,7,1,0,23,43,0,0,5.6440677966101696,59.0,0.7288135593220338,0.3898305084745763,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
934,1,6,1,Cif  Original Cream Cleaner 500ml,5,Works like magic,Works like magic,0,1,0,0,30,work like magic work like magic,33,6,1,2,0,0,0,3,0,0,5.5,6.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,1,31,2,Tresemme  Silky Smooth Shampoo 900ml,5,Great value for money!!!!,"Great value for money!!! Great buy, I didn't think twice.",0,0,0,0,30,great value money great value money great buy think twice,83,14,3,4,1,0,3,10,0,0,5.928571428571429,4.666666666666667,0.7142857142857143,0.21428571428571427,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,1,31,2,Tresemme  Cleanse & Replenish Shampoo 900ml,5,Not edible,Cleans hair well though,0,0,0,0,30,evil clean hair well though,34,6,1,2,0,0,0,6,0,0,5.666666666666667,6.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,0,29,1,Surf  Tropical Lily Washing Liquid 85 Wash 3L,5,Perfect,Good value.,0,1,0,0,30,perfect good value,19,3,1,2,0,0,0,3,0,0,6.333333333333333,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,0,31,2,Tresemme  Cleanse & Replenish Shampoo 900ml,5,Not edible,Cleans hair well though,0,1,0,0,30,evil clean hair well though,34,6,1,2,0,0,0,6,0,0,5.666666666666667,6.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,0,31,2,Tresemme  Silky Smooth Shampoo 900ml,5,Great value for money!!!!,"Great value for money!!! Great buy, I didn't think twice.",0,1,0,0,30,great value money great value money great buy think twice,83,14,3,4,1,0,3,10,0,0,5.928571428571429,4.666666666666667,0.7142857142857143,0.21428571428571427,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,0,31,2,Tresemme  Colour Revitalise Hair Conditioner 900ml,5,"dur dur duh, tressssemme","Big bottle, low cost. Lets not go too deep.",0,1,0,0,30,our our due tresses big bottle low cost let go deep,68,13,2,2,0,0,2,12,0,0,5.230769230769231,6.5,0.9230769230769231,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,0,10,1,Domestos Original Thick Bleach 750ml,5,Does the job!,"No issues, does what it says",0,0,0,0,30,job issue say,42,9,2,2,0,0,4,9,0,0,4.666666666666667,4.5,1.0,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,0,23,0,Pot Noodle  Chicken & Mushroom King Pot 114g,3,Good for the price,Thought I was getting a bargain but found it cheaper elsewhere,0,1,0,0,30,good price thought get bargain found cheaper elsewhere,81,15,1,3,1,0,6,15,0,0,5.4,15.0,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
