,title_review_comments,verified_purchase
616,"Doesnt work May as well just use plain water, it would do the same job, nothing",0
617,Perfect Decent price. A lot cheaper than in store. Lasts ages too.,0
618,"Awful, dont buy!!! Awful, dont buy!!! Wipes are too thick, like wet paper towels. They are not the usual wipes. My face is actually sore from using it",0
619,"Value for money Havent tried this as its for hampers im making for christmas, but im sure it will be as good as any other comfort product",0
620,Smells devine Smells beautiful and well worth the money,0
621,Smells devine Smells beautiful and well worth the money,0
622,Smells devine Smells beautiful and well worth the money,0
623,Doesn't smell good It doesn't smell good and doesn't last for a long time :( had to order another product.,0
624,No hassle Easy just throw in drum and thats it. No messy liquid spill. Washes well and non bio.,0
625,Stingy and drying This product is anything but gentle. It really stings my eyes and leaves the skin around my eyes dry and flaky. Awful product thats going to end up in the bin.,1
626,Good Product I was given this product to review & think its a very good booster. My skin is lovely & soft & any dry flaky patches have disappeared.,1
627,"Fantastic soothing body lotion This is my first time using Vaseline intensive aloe body lotion and its brilliant, leaves my skin soft and supple and has a very nice fresh scent that lingers on the skin.Very good on dry skin thoroughly moisturisers and leaves no greasy patches. I would definitely buy again and I would highly recommend. [This review was collected as part of a promotion.]",1
628,Lovely smooth skin I used this lotion when I got out of the bath. It felt really luxurious and smelt delicious too. I love the fact it has little.drops of Vaseline jelly in it. The bottle is a good size too and will last for ages. Highly recommend it! [This review was collected as part of a promotion.],1
629,"Would recommend Great product, very well packaged and great price.",0
630,Much cheaper to buy this in the bulk lot on amazon than in the supermarket Excellent value bulk buying saves money in the long run,0
631,Ok Ok,0
632,"Great investment If you like this deodorant and can afford to bulk buy, this is the obvious choice. So far Ive had it for 4 months and still have half a pack left.",0
633,"Useful item. Arrived ok, good item thanks.",0
634,"Good quality conditioner Good quality conditioner - not watered down, leaves clothes soft and smelling nice. Bulk buy delivered to your door - simples. I bought a funnel so that I could decant into a small conditioner bottle. This is then easier to use than the full 5L bottle when pouring into the conditioner section in the washer.",0
635,arrived quickly great product,0
636,"Useful item. Arrived ok, good item thanks.",0
637,"Good quality conditioner Good quality conditioner - not watered down, leaves clothes soft and smelling nice. Bulk buy delivered to your door - simples. I bought a funnel so that I could decant into a small conditioner bottle. This is then easier to use than the full 5L bottle when pouring into the conditioner section in the washer.",0
638,arrived quickly great product,0
639,Much cheaper to buy this in the bulk lot on amazon than in the supermarket Excellent value bulk buying saves money in the long run,0
640,"Would recommend Great product, very well packaged and great price.",0
641,Much cheaper to buy this in the bulk lot on amazon than in the supermarket Excellent value bulk buying saves money in the long run,0
642,"Would recommend Great product, very well packaged and great price.",0
643,Much cheaper to buy this in the bulk lot on amazon than in the supermarket Excellent value bulk buying saves money in the long run,0
644,"Would recommend Great product, very well packaged and great price.",0
645,Much cheaper to buy this in the bulk lot on amazon than in the supermarket Excellent value bulk buying saves money in the long run,0
646,"Would recommend Great product, very well packaged and great price.",0
647,Ok Ok,0
648,Awesome Great thank you came 2 days later! Smells lovely,0
649,Awesome Great thank you came 2 days later! Smells lovely,0
650,Awesome Great thank you came 2 days later! Smells lovely,0
651,Ok Ok,0
652,Best moisturiser I ever used! I have used mosturier in the past where it caused breakouts but with this moisturiser it does its job. It hydrates my dry skin and there were no breakouts. I highly doubt I'll ever switch to another product again.,1
653,"good product I liked this product, it makes skin so soft and skin smells fresh. It is not greasy and absorbs very quickly, making your skin very soft and comfortable. First i thought it smells a little bit strong, but then i thought no it is ok. [This review was collected as part of a promotion.]",1
654,An all round champion This is one product that I think every household should have in their cabinet. I have patchy skin and this soothes all of them leaving my skin refreshed and non-greasy. I even use it on my face. And it also last forever!!! [This review was collected as part of a promotion.],1
655,"Lovely scent and does the job I suffer from really dry skin in the winter months and despite putting on layers and layers of my usual moisturizer, I only needed one layer within this lotion to keep me moisturized the whole day. It's texture is not very thick which worried me at first but don't let that fool you as it's ingredients work a treat in keeping moisture locked in. Lovely smell too! [This review was collected as part of a promotion.]",1
656,Soothing and moisturising This time of year my skin tends to become dry and itchy. Within just a few days of using Vaseline Intensive Care aloe soothe my skin feels so much better. It has a really light finish that easily absorbs into your skin without leaving a sticky feeling. It also smells really pleasant but subtle and is non greasy. It definitely delivers what it claims in terms of calming and healing dry skin. I would highly recommend [This review was collected as part of a promotion.],1
657,"Lovely I struggle with finding a moisturiser which lasts all day without me getting mid way through the day and feeling my legs are itchy and dry. I've always been willing to pay a fair bit if I find the right product. This one ticks the box as it's not expensive and is a really great cream, I don't feel the need to reapply. Great find for a moisturers, I will be buying again. [This review was collected as part of a promotion.]",1
658,"Smells lovely I tried this lotion and firstly couldn't get enough of the smell. It smells so clean and fresh. It's quite a light formula, and absorbs easily. It's lightweight, but moisturisers well. You can get dressed straight away. It would be great on holiday, as it's so light. [This review was collected as part of a promotion.]",1
659,Skin so soft.. highly recommend! So prior to receiving this I had pretty rough elbows in particular and my skin feels dry. As a busy mum of two I admit I sometimes neglect myself.. some of you may empathise! But this product trial gave me the perfect opportunity to reconnect with myself and have a bit of \u201Cme time\u201D. So for 3 days after my baths / shower I smothered myself with this. I must admit the first time I put this on I wasn't sure about the smell. It's not offensive it's like a cucumber smell (although it's aloe) but I tend to smell of perfumes all the time.. however by day 3 I actually liked the smell. Application: it went on nicely not too thick and soaked in pretty quickly it didn't feel sticky. I always have my morning wash by 07:30 but even in the evening before bedtime my skin is feeling noticibly softer and my rough elbows gone. Verdict: thumbs up. Yes I will be continuing to use this thank you for a fab product trial and for introducing me to Vaseline Aloe! [This review was collected as part of a promotion.],1
660,"Cheap Fast delivery, great product.",0
661,On my subscribe list! Reliable product even at cooler wahses ans love the fragrance!,0
662,"Sunshine Comfort Conditioner. Value for money. Nice smell, my daughter loves it. I can recommend.",0
663,"Sunshine Comfort Conditioner. Value for money. Nice smell, my daughter loves it. I can recommend.",0
664,On my subscribe list! Reliable product even at cooler wahses ans love the fragrance!,0
665,On my subscribe list! Reliable product even at cooler wahses ans love the fragrance!,0
666,On my subscribe list! Reliable product even at cooler wahses ans love the fragrance!,0
667, Nice  i will prefer to buy again,0
668,Just ok nothing great but harsh on skin Girlfriend wasnt too pleased but still said are ok,0
669,Great service. Great product Great product,1
670,"Delicious and nutricious Scrumptious, authentic Pot Noodle flavour.",0
671,On my subscribe list! Reliable product even at cooler wahses ans love the fragrance!,0
672,"Delicious and nutricious Scrumptious, authentic Pot Noodle flavour.",0
673,Hair product Great for hair that is straightened,0
674,smells lovely and it was on offer half price so most pleased! also like the compact bottle size,1
675,Excellent Lovely ice cream.,1
676,"great taste, not great vessel Love marmite, but feel like waste a lot in this squeezy format",1
677,Sharp at First Husband said this was sharp to begin with but quite nice as he got used to it. I assume that this scent will grow on him the more he uses this. Thank you Ocado for this sample,1
678,"Nice fish food I dont like chocolate ice cream...... however this was quite nice and I ended up eating half of the tub in one go!!! It is quite sweet though. Nice chunks of chocolate, marshmallow and caramel.",1
679,Perfect! Rich and full of flavour. Well loved by all the family. Expensive but great as a special treat.,1
680,"Love this ice cream One of my favourite chocolate ice creams. I especially love the dark chocolate fish. Is expensive though for what it is, would only buy when on offer.",1
681,lovely hand wash Smells lovely and does the job!,1
682,"subtle fragrance, moisturising & Rich Very subtle (my preference) but lovely fragrance - no lingering perfume. Creamy lather & doesnt dry my hands. Docked a star as only bottle, not pump is recyclable. If They offered bottles without the pump so you could reuse the pump...",1
683,"Rich and luxurious handwash A great handwash, that smells delightful. Useful for putting next to wash hand basin, no drips. Leaves hands fresh and clean. Great buy",1
684,nice smell Thick and creamy smelt fresh,1
685,Refreshing The frozen pear scent is really pleasant,1
686,lovely smell Was sent this to review so I gave it to my hubby to try. Hubby really liked the creamy texture. Has a lovely smell which wasn't overpowering.,1
687,"Cheap as Chips... Fantastic cream, skin looks and feels like just been in a sauna and outstanding all over the body and more so on turkey neck skin. We find storing bottle upside down and gently shaking while still upside down using gravity vastly helps release the cream from the bottle.",1
688,Excellent My nightly treat. Perfection,1
689,bit too much... Might need to only use a tiny bit... the smell is a little overpowering tbh and reminds me of loo cleaner,1
690,Life changing! If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,1
691,"Life changing! I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",1
692,"Life changing! This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",1
693,Life changing! I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,1
694,Life changing! This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,1
695,"Use This Instead of Shaving Cream I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",1
696,Life changing! Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,1
697,Life changing! This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,1
698,"Life changing! I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",1
699,"Use This Instead of Shaving Cream I just used Dove Deep Moisture to shave pretty much my entire body and it is amazing. The best, smoothest shave ever! And my skin is so soft now!",1
700,Life changing! I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,1
701,Life changing! If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,1
702,Life changing! Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,1
703,"Great Lotion! I have tried other Vaseline body lotions and I think this is my favourite one so far. The smell is divine and not too overpowering as some can be. The lotion just glides on and sinks into the skin with a few rubs and doesn't leave an oily residue! The skin just absorbs the lotion as soon as it's applied and I've noticed a huge difference in my skin since using it, I'll definitely be using this lotion every day from now on! [This review was collected as part of a promotion.]",1
704,Brilliant for the skin I have tried this product and I'm impressed. It smells nice and has left my skin feeling fresh and soft. I would highly recommend using this product as a moisturiser. I have dry skin and this product has made a real difference. Its gone from being dry to soft and smooth. [This review was collected as part of a promotion.],1
705,"Life changing! Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",1
706,"Love it Absolutely fantastic, I find my skin goes so dry in winter with the weather and central heating I tried the vaseline intensive care moisturiser and it really dealt well with my dry skin including my elbows and knees the really super dry places it glides on like a dream super moisturises my skin and smells like summers spent laying on a beach highly recommend [This review was collected as part of a promotion.]",1
707,Would make the perfect summer go to moisturiser Ive used this a few times...in the mornings nights and after showering too...its fresh scented and leaves a cool fresh feeling on the skin! Id especially love it for holiday as an after sun product. It left my skin feeling smooth and quite radiant! Will definitely continue using it! [This review was collected as part of a promotion.],1
708,"Great for dry skin Love this product. Lovely fresh smell and leaves no sticky residue. It's amazing for dry skin or just as an everyday moisturizer. Leaves skin feeling fresh, soft and invigorated. Great price and nice coloured bottle [This review was collected as part of a promotion.]",1
709,"Fantastic Product I got this a few weeks ago now and I have used this everyday since then. My skin feels so soft & moisturised and doesn't dry out during the day like my previous one did.This lotion is lightweight and not oily , it's blends into the skin really nicely and smells great.I would deco recommend this cream for everyone , men or women! [This review was collected as part of a promotion.]",1
710,Really good day to day product I have been using this for a few days and I really like it as a body moisturiser. It is not too heavy but still manages to moisturise the skin very well and without leaving any greasiness. The cucumber fragrance is really nice and fresh and helps to wake me up after a shower without being too overpowering. [This review was collected as part of a promotion.],1
711,"Good moisturiser This has a nice aloe scent and smooths on nicely. It is light and absorbs into the skin which takes some getting used to as I have dry skin so am accustomed to richer moisturers that can tend to leave a residue. This doesn't and actually leaves my skin feeling smooth and soft the whole day. I also liked the fact that I could moisturise quickly without having to spend ages smoothing in or waiting for it to absorb so all in all, a good product. [This review was collected as part of a promotion.]",1
712,"Great body lotion I really like this, it does seem to moisturise better than other body lotions I have tried, and seems to help the skin stay moisturised for longer. I used it as hand cream as well and it even makes a difference on dry hands, so I would recommend. [This review was collected as part of a promotion.]",1
713,"Excellent product I love this product, it is amazing. My son suffers from dry skin especially in the winter, it has been very sore this last few weeks. I have been using this cream on his legs and body and it has been improved vastly. It smells lovely too and is very smooth when applied. It rubs in perfectly without any residue. I would recommend this product to others and would definitely buy it again. [This review was collected as part of a promotion.]",1
714,"Life changing! This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",1
715,mrs what happened to your lovely cream eyemake up remover,1
716,"terrible I used this product for 1 week and it has given me really bad under skin spots, this product is also very drying. Would not recommend if you have sensitive skin.",1
717,"Great SPF moisturiser I have very oily skin so finding a moisturiser that offers SPF protection without leaving a greasy film is a challenge, but this sinks in so well and doesn't make me shiny at all. The only criticism I have is that there is no UVA star rating.",1
718,"Life changing! Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",1
719,"have been using for years, works well on all my silk, wool and linen items I have been using this for years and it works really well; it has not damaged any of my clothes. it has not left a residue on any of my clothes. it keeps my clothes in good condition and colour. it has not irritated my sensitive skin in any way. I have been using Persil silk and wool for years and it is really good. I only looked on Amazon as my supermarket had not had any for 3 weeks in a row, and realised it costs about the same here on Amazon Pantry. I wash my silk, wool and linen items on a silk wash ( on my washing machine that is a setting, but I think it comes to the following...30 degrees C, light action, very low spin cycle - very important not to hard spin wool or silk, ruins the fibres) I hang them up to dry. all of these items are either hand wash only or dry clean only items, and quite honestly I do not have the strength to hand wash or the wish to dry clean. This has worked well for me for 10+ years using this detergent.",1
720,Good Goof,0
721,Good taste Is actually good and practical to use the pot. Keeping hot for a while. Easy to make.,0
722,Really Happy would highly Recommend Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,0
723,"Silky smooth hair Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",0
724,Makes your hair very oily Makes your hair oily. Yes it can protect but then your blow dry doesnt last for long. Next day you need a shower,0
725,"Great value for money!! Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, normal boys, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",1
726,Very happy customer Nice smell,0
727,Ok Smells lovely,0
728,Fast delivery Good value,0
729,Arrived as stated good service Good value pack fast service,0
730,"Top product Best deodorant brand that always deliver, smells amazing",0
731,Good value for the price Good value for the price,0
732,Would recommend Good value,0
733,Really Happy would highly Recommend Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,0
734,Great Great bo beater. Smells nice,1
735,"Very effective Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",0
736,"Very good size for the price Love this comfort,smells so fresh",0
737,"COMFORT Smells AMAZING Smells gorgeous huge bottle last ages ! bought 4 of these and stocked up , will purchase again leaves clothes smelling lovely",0
738,Classic Good,0
739,Nice Smells nice. Soft and static free,0
740,"Mrs Bunny rates highly,Soft & Unscented. I like because it is unperfumed and that is vitally important from my little 'Bunny Rabbits'point of view...yes she likes things clean &Soft...hence this babysoft conditioner,but if there was a perfume stronger than hers there would be trouble..No body is offended by her naturual scent,living on fresh hay and eating rose petals you can imagine how beautiful her little Bunny self smells.Fake perfume would send her scent glands into overdrive and she would be compelled to mark everything.!!! So for that reason,this product passes thr Bunny test.Soft & unscented perfect,Mrs Bunny sez so !",0
741,PURE COMFORT Smells so nice and leaves clothes smelling nice and fresh i got 2 of these they will last a very long while as they are big bottles very pleased with my purchase,0
742,For men Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,0
743,As expected As expected,0
744,Its shower gel Its shower gel,0
745,"Good size Excellent price and size, especially how much the Mrs poors in.",0
746,"Comfort Pure Fabric Conditioner, 5 Litre, 166 Wash Excellent value for the price.... in fact I bought 2",0
747,Love it smells amazing Lovely smell last for ages on clothes,0
748,Regular order Great,0
749,Great value Great as a multi pack on subscription,0
750,WONDERFUL This is what the better half wanted and is cheaper than bought locally.,0
751,"Good price What can I say, does the job, pleased with purchase, will definitely be buying more",0
752,Good value for money and work as expected,0
753,Small amount goes a long way Hard to get on hands and you think that you haven't got enough but a very small amount keeps hair in place. I think the three tubs will last a very long time.,0
754,"So-so Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",0
755,"Good value and quick delivery Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",0
756,I love it I use Marmite on sausages instead of mustard. Am I addicted?,0
757,"you either love it or hate it, I love it Good price fast delivery",0
758,great for cleaning and sterilizing. keeps the home fresh and clean.,0
759,Kills 99% of all known germs! Great! Like.,0
760,Makes your hair very oily Makes your hair oily. Yes it can protect but then your blow dry doesnt last for long. Next day you need a shower,0
761,"Great value for money!! Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, normal boys, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",1
762,Ok Smells lovely,0
763,Fast delivery Good value,0
764,"Top product Best deodorant brand that always deliver, smells amazing",0
765,Arrived as stated good service Good value pack fast service,0
766,Good value for the price Good value for the price,0
767,"So-so Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",0
768,"Good value and quick delivery Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",0
769,Fantastic Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,0
770,"Best shampoo! Makes hair shiny, soft, fully of body. This is the best shampoo I've ever used. It makes my hair shiny, soft and full of body. Just a tiny bit goes a long way. 1 bottle lasts for months! Wonderful stuff!! I love it.",0
771,Lasts months Brilliant quality for the price,1
772,"Silky smooth hair Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",0
773,"Very effective Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",0
774,Fantastic I absolutely love this deodorant and it's so much cheaper to buy on line,0
775,For men Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,0
776,Cheaper than in most supermarkets Good value for big pots.,0
777,Amazing scent 5*,0
778,Fabulous scent. I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,0
779,Fantastic Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,0
780,Creature comforts. Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,0
781,Half full bottles Lovely smell however a few bottles were only half full,0
782,Love this Bought in bulk and I'm still working my way through it all . I shall buy again,0
783,Amazing scent 5*,0
784,Fabulous scent. I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,0
785,Fantastic Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,0
786,Creature comforts. Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,0
787,Half full bottles Lovely smell however a few bottles were only half full,0
788,Love this Bought in bulk and I'm still working my way through it all . I shall buy again,0
789,Amazing scent 5*,0
790,Fabulous scent. I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,0
791,"Disappointed with these caps Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",0
792,Good product We dont buy anything else,0
793,ideal Keeping the washing machine going,0
794,Excellent value Excellent value,0
795,On time Good,0
796,Good Quality,0
797,"Good price What can I say, does the job, pleased with purchase, will definitely be buying more",0
798,Branded washing I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,0
799,Amazing value but... I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,0
800,Creature comforts. Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,0
801,Half full bottles Lovely smell however a few bottles were only half full,0
802,Love this Bought in bulk and I'm still working my way through it all . I shall buy again,0
803,Read before you buy I didnt read the about details correctly. Its 6 small bottles totalling 3.6 litres. Expensive for that quantity when a 1.9lt bottle is only £2.99,0
804,Fabric Softner Read a few post Amazon were selling these 38 washes and sending out larger ones so decided to order. They are small bottles has advertised. Not sure they're worth £2 a bottle shops are selling larger ones for 50p extra. Lovely spell don't use any other fabric softer you only need a little amount.,0
805,Excellent value Excellent value for money,0
806,Great value Great as a multi pack on subscription,0
807,WONDERFUL This is what the better half wanted and is cheaper than bought locally.,0
808,Love it smells amazing Lovely smell last for ages on clothes,0
809,"Comfort Brilliant price, happy with my purchase. Should last a while.",0
810,Great product It is what it is and my wife was happy with it,0
811,Luvly It's got a luvly smell and it saves my carrying home from the shops much easy to have it delivered the only mistake was I ordered the wrong size I need the 90 wash but not to worry i'l double check next x,0
812,Buy from your supermarket Tiny little bottles that are not worth the money,0
813,Its shower gel Its shower gel,0
814,Can't beat the taste A treat much appreciated by my husband we are currently in Portugal and he missed his English tea. Perfect. Delivery spot on. Thank you.,1
815,Genuinely makes a difference I do not tan on sunbeds and spray tans dont take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,0
816,Genuinely makes a difference I do not tan on sunbeds and spray tans dont take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,0
817,"Good value, excellent wash. Very effective washing pods.",0
818,On time Good,0
819,Good Quality,0
820,"Disappointed with these caps Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",0
821,A++++ Perfect. Persil is the best. Fast deluvery.,0
822,Great Value Cant go wrong Paid £15 for 3 packs.,0
823,Good product We dont buy anything else,0
824,ideal Keeping the washing machine going,0
825,Excellent value Excellent value,0
826,Amazing value but... I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,0
827,Branded washing I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,0
828,"Allergy Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",0
829,Great Value Cant go wrong Paid £15 for 3 packs.,0
830,On time Good,0
831,Good Quality,0
832,"Good price What can I say, does the job, pleased with purchase, will definitely be buying more",0
833,Branded washing I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,0
834,Amazing value but... I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,0
835,Good product We dont buy anything else,0
836,Excellent value Excellent value,0
837,A++++ Perfect. Persil is the best. Fast deluvery.,0
838,"Good value, excellent wash. Very effective washing pods.",0
839,"Disappointed with these caps Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",0
840,ideal Keeping the washing machine going,0
841,"Good value, excellent wash. Very effective washing pods.",0
842,Good Quality,0
843,"Good price What can I say, does the job, pleased with purchase, will definitely be buying more",0
844,ideal Keeping the washing machine going,0
845,Excellent value Excellent value,0
846,Great Value Cant go wrong Paid £15 for 3 packs.,0
847,Amazing value but... I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,0
848,Good product We dont buy anything else,0
849,Branded washing I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,0
850,A++++ Perfect. Persil is the best. Fast deluvery.,0
851,On time Good,0
852,"Disappointed with these caps Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",0
853,"Allergy Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",0
854,Amazing value but... I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,0
855,On time Good,0
856,Good Quality,0
857,"Good price What can I say, does the job, pleased with purchase, will definitely be buying more",0
858,Branded washing I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,0
859,"Disappointed with these caps Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",0
860,Good product We dont buy anything else,0
861,ideal Keeping the washing machine going,0
862,Excellent value Excellent value,0
863,Summer nostalgia Smells divine ! Will definitely recommend !,0
864,Amazing So so happy with this so worth the moeny,0
865,"Not as good as shop bought product We bought this to save lumbering home large bottles from the supermarket. We decanted this into an existing container and you could tell straight away it was not as concentrated as the one we normally buy. Despite filling the conditioner compartment in the washing machine our towels were not as soft. Unlike others, the ones we bought did have manufacturers labels on them.",0
866,Good product We always use comfort,0
867,"No labels! Who knows what's in the bottle!!! How do I know that this is actually comfort pure fabric conditioner? No labels whatsoever! Very unprofessional, won't be buying again as this could be anything!",0
868,Not happy Seemed to have some product missing out the bottle.,0
869,Amazing So so happy with this so worth the moeny,0
870,Summer nostalgia Smells divine ! Will definitely recommend !,0
871,"Not as good as shop bought product We bought this to save lumbering home large bottles from the supermarket. We decanted this into an existing container and you could tell straight away it was not as concentrated as the one we normally buy. Despite filling the conditioner compartment in the washing machine our towels were not as soft. Unlike others, the ones we bought did have manufacturers labels on them.",0
872,"No labels! Who knows what's in the bottle!!! How do I know that this is actually comfort pure fabric conditioner? No labels whatsoever! Very unprofessional, won't be buying again as this could be anything!",0
873,Good product We always use comfort,0
874,Not happy Seemed to have some product missing out the bottle.,0
875,Good Does the job,1
876,a big hit with the family The family loved this! The marshmallow is particularly good in it,1
877,Yummy treat The ice cream was smooth but very indulgent. The marshmallow was mostly in the bottom half of the pot and didn't really add much in terms of flavour or texture. I would buy it again as an occasional treat.,1
878,"Enjoyed by all The whole family really enjoyed this ice cream. It was a really lovely texture with plenty of chocolate fish. It may be a little sweet for some, but we really liked it!",1
879,"Different This ice cream is nice, has different textures within and isnt as chocolatey as it looks, it is a little expensive for what it is but its nice as a treat. My favourite bit was the marshmallow bits within the ice cream.",1
880,"Great taste, great name A lovely ice cream, nice chunks of chocolate and a lovely flavour. Its difficult not to eat the entire tub!",1
881,Didnt work for me I usually buy the Mr Muscle one. Ill go back to doing so.,1
882,"Smells gorgeous Great product, I used this for the first time after a bath and shaving my legs. The lotion wasn't greasy and left my legs smelling and feeling Fab. I can't wait to take this on holiday with me and hydrate my skin after a day in the sun. [This review was collected as part of a promotion.]",1
